id_Customer,Tipe_Customer,Region,Luas_Bangunan_m2,Jumlah_Penghuni,Biaya_Listrik
CUSTOMER_3955,residential,Northeast,77,1,74.01
CUSTOMER_3956,commercial,Northeast,45,2,86.86
CUSTOMER_3957,commercial,Midwest,17,2,58.74
CUSTOMER_3958,residential,Southeast,45,3,66.14
CUSTOMER_3959,residential,Midwest,45,2,95.43
CUSTOMER_3960,residential,Southeast,24,3,98.91
CUSTOMER_3961,residential,Northeast,24,2,80.18
CUSTOMER_3962,residential,Midwest,45,2,54.12
CUSTOMER_3963,residential,Midwest,77,3,100.1
CUSTOMER_3964,residential,North,17,3,88.55
CUSTOMER_3965,residential,Midwest,45,1,73.76
CUSTOMER_3966,commercial,Midwest,45,4,136.66
CUSTOMER_3967,residential,Midwest,77,3,74.57
CUSTOMER_3968,residential,Midwest,77,1,76.4
CUSTOMER_3969,residential,Midwest,45,2,98.04
CUSTOMER_3970,residential,North,45,3,60.77
CUSTOMER_3971,commercial,North,24,3,57.82
CUSTOMER_3972,residential,Midwest,45,2,52.64
CUSTOMER_3973,residential,Northeast,45,2,68.62
CUSTOMER_3974,commercial,North,52,2,60.07
CUSTOMER_3975,residential,Midwest,45,2,63.8
CUSTOMER_3976,commercial,Midwest,24,3,53.08
CUSTOMER_3977,residential,Northeast,45,2,64.17
CUSTOMER_3978,residential,Midwest,24,2,69.58
CUSTOMER_3979,residential,Midwest,17,3,54.12
CUSTOMER_3980,residential,Northeast,24,1,83.72
CUSTOMER_3981,commercial,Midwest,17,3,81.71
CUSTOMER_3982,commercial,Midwest,52,1,57.48
CUSTOMER_3983,residential,Midwest,24,2,83.05
CUSTOMER_3984,residential,Midwest,24,3,103.78
CUSTOMER_3985,commercial,North,77,2,101.0
CUSTOMER_3986,commercial,Midwest,24,3,52.64
CUSTOMER_3987,residential,Northeast,17,1,93.34
CUSTOMER_3988,residential,South,24,3,70.66
CUSTOMER_3989,residential,Southeast,17,2,55.77
CUSTOMER_3990,commercial,Midwest,17,3,67.7
CUSTOMER_3991,residential,Northeast,17,2,69.02
CUSTOMER_3992,residential,Northeast,45,3,79.37
CUSTOMER_3993,commercial,Northeast,24,1,86.45
CUSTOMER_3994,residential,Midwest,24,3,90.96
CUSTOMER_3995,residential,Northeast,52,3,65.13
CUSTOMER_3996,residential,Midwest,45,3,69.02
CUSTOMER_3997,residential,Northeast,77,3,68.34
CUSTOMER_3998,residential,South,45,1,71.13
CUSTOMER_3999,residential,North,24,2,103.83
CUSTOMER_4000,residential,South,45,4,146.5
CUSTOMER_4001,residential,South,17,3,102.57
CUSTOMER_4002,commercial,Midwest,17,3,88.09
CUSTOMER_4003,commercial,Midwest,45,4,126.13
CUSTOMER_4004,residential,Midwest,45,3,72.51
CUSTOMER_4005,residential,Midwest,45,1,77.59
CUSTOMER_4006,residential,Northeast,77,2,73.91
CUSTOMER_4007,residential,Northeast,24,2,95.03
CUSTOMER_4008,residential,Midwest,45,3,76.38
CUSTOMER_4009,commercial,Midwest,45,3,67.68
CUSTOMER_4010,residential,Midwest,77,2,92.29
CUSTOMER_4011,residential,Northeast,52,4,150.69
CUSTOMER_4012,residential,Northeast,77,3,74.09
CUSTOMER_4013,commercial,North,24,3,86.79
CUSTOMER_4014,residential,North,45,3,55.52
CUSTOMER_4015,residential,Northeast,24,1,79.69
CUSTOMER_4016,residential,North,24,1,54.81
CUSTOMER_4017,commercial,North,77,2,54.0
CUSTOMER_4018,commercial,Southeast,17,1,83.97
CUSTOMER_4019,residential,North,77,1,68.08
CUSTOMER_4020,residential,Midwest,17,2,90.63
CUSTOMER_4021,residential,Northeast,52,4,152.97
CUSTOMER_4022,residential,Southeast,24,1,59.66
CUSTOMER_4023,commercial,Midwest,24,2,89.7
CUSTOMER_4024,commercial,Northeast,24,3,78.92
CUSTOMER_4025,commercial,Midwest,45,4,110.01
CUSTOMER_4026,commercial,Northeast,24,2,85.96
CUSTOMER_4027,residential,Midwest,45,4,137.26
CUSTOMER_4028,residential,North,17,2,78.98
CUSTOMER_4029,commercial,South,17,2,100.07
CUSTOMER_4030,residential,Midwest,17,3,79.26
CUSTOMER_4031,commercial,Northeast,45,4,158.15
CUSTOMER_4032,residential,Midwest,52,3,78.65
CUSTOMER_4033,residential,Northeast,52,3,58.45
CUSTOMER_4034,commercial,Southeast,24,2,76.66
CUSTOMER_4035,residential,Midwest,45,4,113.85
CUSTOMER_4036,commercial,Midwest,45,2,83.16
CUSTOMER_4037,commercial,North,24,2,88.09
CUSTOMER_4038,commercial,Southeast,45,2,76.55
CUSTOMER_4039,commercial,Midwest,45,2,57.52
CUSTOMER_4040,residential,Northeast,17,2,76.56
CUSTOMER_4041,commercial,North,17,2,56.68
CUSTOMER_4042,residential,Northeast,24,1,87.53
CUSTOMER_4043,residential,South,45,4,147.18
CUSTOMER_4044,residential,Northeast,17,3,101.92
CUSTOMER_4045,residential,Midwest,24,1,60.14
CUSTOMER_4046,residential,North,24,3,79.84
CUSTOMER_4047,residential,Northeast,17,2,81.64
CUSTOMER_4048,residential,Midwest,24,1,99.87
CUSTOMER_4049,commercial,South,77,2,84.71
CUSTOMER_4050,residential,Midwest,17,1,59.97
CUSTOMER_4051,commercial,Southeast,45,1,74.91
CUSTOMER_4052,commercial,Midwest,24,2,86.12
CUSTOMER_4053,commercial,North,45,1,88.46
CUSTOMER_4054,residential,Northeast,45,1,96.82
CUSTOMER_4055,commercial,Midwest,24,3,61.77
CUSTOMER_4056,residential,South,52,2,101.36
CUSTOMER_4057,commercial,Southeast,45,4,107.1
CUSTOMER_4058,residential,Northeast,52,4,157.78
CUSTOMER_4059,commercial,Northeast,45,2,96.55
CUSTOMER_4060,commercial,Northeast,77,1,86.41
CUSTOMER_4061,residential,South,45,2,90.24
CUSTOMER_4062,residential,Southeast,77,3,56.23
CUSTOMER_4063,commercial,Midwest,45,3,54.63
CUSTOMER_4064,residential,Northeast,45,2,57.73
CUSTOMER_4065,commercial,Midwest,45,4,108.65
CUSTOMER_4066,residential,Midwest,52,2,80.61
CUSTOMER_4067,residential,Northeast,77,3,63.56
CUSTOMER_4068,commercial,Midwest,24,2,96.67
CUSTOMER_4069,commercial,North,45,1,75.39
CUSTOMER_4070,commercial,North,24,2,88.21
CUSTOMER_4071,residential,Southeast,45,4,139.64
CUSTOMER_4072,commercial,Midwest,24,1,68.92
CUSTOMER_4073,residential,Midwest,24,3,64.99
CUSTOMER_4074,residential,Midwest,77,2,70.09
CUSTOMER_4075,commercial,Northeast,17,3,93.41
CUSTOMER_4076,residential,Midwest,45,2,82.61
CUSTOMER_4077,residential,Midwest,45,4,117.76
CUSTOMER_4078,residential,Midwest,17,1,94.5
CUSTOMER_4079,commercial,Midwest,24,2,55.31
CUSTOMER_4080,residential,Northeast,45,3,88.4
CUSTOMER_4081,commercial,Northeast,24,1,75.05
CUSTOMER_4082,residential,Midwest,52,2,90.05
CUSTOMER_4083,residential,Northeast,77,4,154.69
CUSTOMER_4084,commercial,Midwest,24,3,91.01
CUSTOMER_4085,residential,Northeast,24,3,75.19
CUSTOMER_4086,residential,North,45,2,60.25
CUSTOMER_4087,residential,Northeast,45,3,93.91
CUSTOMER_4088,residential,South,24,1,76.16
CUSTOMER_4089,commercial,Northeast,17,2,56.37
CUSTOMER_4090,residential,Midwest,45,1,89.42
CUSTOMER_4091,commercial,Midwest,77,3,67.49
CUSTOMER_4092,residential,North,24,3,55.01
CUSTOMER_4093,residential,Midwest,45,3,98.86
CUSTOMER_4094,commercial,Midwest,77,1,77.31
CUSTOMER_4095,residential,Midwest,45,3,66.93
CUSTOMER_4096,residential,Southeast,45,2,89.29
CUSTOMER_4097,residential,Northeast,45,4,152.42
CUSTOMER_4098,residential,North,77,2,52.52
CUSTOMER_4099,residential,South,45,4,141.56
CUSTOMER_4100,residential,Northeast,52,3,91.89
CUSTOMER_4101,residential,Midwest,45,2,63.28
CUSTOMER_4102,residential,Midwest,45,1,77.64
CUSTOMER_4103,residential,Northeast,24,1,57.08
CUSTOMER_4104,residential,Midwest,24,3,90.85
CUSTOMER_4105,residential,North,45,2,96.02
CUSTOMER_4106,commercial,Northeast,24,2,58.06
CUSTOMER_4107,commercial,North,45,4,148.61
CUSTOMER_4108,residential,Southeast,24,3,92.12
CUSTOMER_4109,commercial,Northeast,52,4,122.87
CUSTOMER_4110,residential,Midwest,17,1,87.95
CUSTOMER_4111,residential,South,52,4,103.86
CUSTOMER_4112,residential,Midwest,45,4,154.93
CUSTOMER_4113,residential,Midwest,24,3,80.76
CUSTOMER_4114,residential,Midwest,45,2,84.35
CUSTOMER_4115,residential,Northeast,24,2,86.63
CUSTOMER_4116,residential,Midwest,24,3,81.33
CUSTOMER_4117,commercial,Midwest,24,1,96.49
CUSTOMER_4118,residential,South,17,1,83.81
CUSTOMER_4119,residential,South,77,3,99.11
CUSTOMER_4120,commercial,Southeast,17,2,82.4
CUSTOMER_4121,residential,Southeast,45,1,61.29
CUSTOMER_4122,residential,Midwest,24,3,99.41
CUSTOMER_4123,commercial,Midwest,45,2,87.5
CUSTOMER_4124,commercial,Southeast,24,1,88.41
CUSTOMER_4125,commercial,Northeast,45,1,103.1
CUSTOMER_4126,commercial,South,45,3,56.36
CUSTOMER_4127,commercial,Midwest,45,2,74.51
CUSTOMER_4128,commercial,Midwest,17,1,64.78
CUSTOMER_4129,residential,Midwest,45,3,84.87
CUSTOMER_4130,residential,South,24,1,93.93
CUSTOMER_4131,residential,Northeast,17,2,102.12
CUSTOMER_4132,residential,Midwest,45,4,128.78
CUSTOMER_4133,commercial,Midwest,45,1,92.87
CUSTOMER_4134,residential,Northeast,45,2,99.59
CUSTOMER_4135,residential,Midwest,45,1,87.59
CUSTOMER_4136,residential,Midwest,24,1,64.96
CUSTOMER_4137,commercial,Midwest,24,3,83.71
CUSTOMER_4138,residential,Northeast,17,1,102.31
CUSTOMER_4139,commercial,Midwest,45,2,103.21
CUSTOMER_4140,residential,Midwest,45,3,85.49
CUSTOMER_4141,residential,Midwest,24,2,98.05
CUSTOMER_4142,residential,Northeast,45,2,62.79
CUSTOMER_4143,residential,South,45,3,65.14
CUSTOMER_4144,commercial,Midwest,45,4,156.09
CUSTOMER_4145,commercial,Midwest,45,2,59.44
CUSTOMER_4146,residential,Midwest,45,1,62.31
CUSTOMER_4147,residential,Northeast,45,4,126.91
CUSTOMER_4148,residential,Midwest,24,3,82.78
CUSTOMER_4149,commercial,Midwest,17,1,83.51
CUSTOMER_4150,commercial,Midwest,24,1,67.49
CUSTOMER_4151,residential,Midwest,45,4,154.32
CUSTOMER_4152,residential,Midwest,52,2,99.49
CUSTOMER_4153,commercial,North,45,2,72.63
CUSTOMER_4154,residential,Midwest,24,1,74.8
CUSTOMER_4155,residential,Northeast,45,4,142.36
CUSTOMER_4156,residential,North,52,4,140.2
CUSTOMER_4157,residential,South,52,4,124.81
CUSTOMER_4158,commercial,Midwest,45,3,73.77
CUSTOMER_4159,commercial,Midwest,52,1,70.37
CUSTOMER_4160,residential,Midwest,17,1,64.59
CUSTOMER_4161,residential,South,17,2,76.03
CUSTOMER_4162,residential,Midwest,17,2,87.75
CUSTOMER_4163,residential,Midwest,45,1,90.6
CUSTOMER_4164,residential,Northeast,17,1,92.5
CUSTOMER_4165,residential,South,45,2,71.74
CUSTOMER_4166,residential,Southeast,45,1,91.76
CUSTOMER_4167,residential,Southeast,24,2,52.83
CUSTOMER_4168,residential,Northeast,52,1,77.0
CUSTOMER_4169,residential,Northeast,24,3,93.27
CUSTOMER_4170,residential,Northeast,24,3,84.85
CUSTOMER_4171,residential,Northeast,45,4,129.84
CUSTOMER_4172,commercial,Southeast,17,1,85.6
CUSTOMER_4173,residential,North,45,2,99.07
CUSTOMER_4174,residential,North,52,1,81.58
CUSTOMER_4175,commercial,Northeast,77,1,93.57
CUSTOMER_4176,commercial,Northeast,52,4,157.61
CUSTOMER_4177,residential,Northeast,24,2,88.73
CUSTOMER_4178,commercial,Midwest,45,1,81.94
CUSTOMER_4179,residential,Midwest,17,2,54.42
CUSTOMER_4180,residential,North,24,1,71.73
CUSTOMER_4181,residential,Midwest,17,2,81.54
CUSTOMER_4182,commercial,Midwest,24,1,93.44
CUSTOMER_4183,commercial,North,52,3,75.0
CUSTOMER_4184,residential,Midwest,24,2,101.8
CUSTOMER_4185,residential,Midwest,45,4,118.76
CUSTOMER_4186,residential,Midwest,45,3,90.73
CUSTOMER_4187,residential,Midwest,45,2,74.02
CUSTOMER_4188,residential,North,77,2,77.46
CUSTOMER_4189,commercial,South,24,2,93.71
CUSTOMER_4190,commercial,Southeast,45,2,67.71
CUSTOMER_4191,commercial,South,45,1,57.47
CUSTOMER_4192,commercial,North,17,1,79.22
CUSTOMER_4193,residential,South,45,2,79.65
CUSTOMER_4194,commercial,Southeast,52,4,147.55
CUSTOMER_4195,residential,Southeast,17,1,102.22
CUSTOMER_4196,residential,North,17,2,55.34
CUSTOMER_4197,residential,Midwest,24,2,82.88
CUSTOMER_4198,residential,South,45,4,141.2
CUSTOMER_4199,residential,Midwest,45,4,157.89
CUSTOMER_4200,residential,Midwest,45,4,155.52
CUSTOMER_4201,commercial,South,45,3,89.08
CUSTOMER_4202,residential,Midwest,52,2,79.29
CUSTOMER_4203,residential,Midwest,45,4,112.71
CUSTOMER_4204,commercial,Midwest,52,2,72.23
CUSTOMER_4205,residential,South,52,1,82.55
CUSTOMER_4206,residential,North,45,2,89.74
CUSTOMER_4207,residential,Midwest,45,2,85.13
CUSTOMER_4208,residential,Midwest,52,3,89.17
CUSTOMER_4209,residential,Midwest,77,1,74.54
CUSTOMER_4210,residential,Midwest,17,1,89.86
CUSTOMER_4211,residential,South,17,3,59.88
CUSTOMER_4212,residential,South,77,4,112.77
CUSTOMER_4213,residential,North,24,2,60.86
CUSTOMER_4214,residential,Midwest,52,3,98.25
CUSTOMER_4215,residential,North,24,1,56.4
CUSTOMER_4216,commercial,Northeast,17,3,93.66
CUSTOMER_4217,residential,Midwest,17,1,64.49
CUSTOMER_4218,residential,South,24,3,76.55
CUSTOMER_4219,commercial,Southeast,24,2,99.53
CUSTOMER_4220,residential,North,45,2,82.59
CUSTOMER_4221,residential,North,45,1,63.29
CUSTOMER_4222,residential,Midwest,77,4,119.43
CUSTOMER_4223,commercial,Midwest,45,4,154.31
CUSTOMER_4224,commercial,Northeast,45,3,74.43
CUSTOMER_4225,residential,Southeast,45,1,82.64
CUSTOMER_4226,commercial,South,45,4,129.07
CUSTOMER_4227,residential,Midwest,45,2,71.93
CUSTOMER_4228,residential,Southeast,17,1,63.97
CUSTOMER_4229,residential,Northeast,17,2,87.74
CUSTOMER_4230,residential,Midwest,17,1,89.38
CUSTOMER_4231,commercial,Midwest,17,3,66.62
CUSTOMER_4232,residential,North,45,4,147.11
CUSTOMER_4233,residential,South,24,2,96.38
CUSTOMER_4234,commercial,Midwest,52,4,154.32
CUSTOMER_4235,residential,Midwest,77,1,60.78
CUSTOMER_4236,residential,Northeast,77,2,68.11
CUSTOMER_4237,residential,North,77,3,96.68
CUSTOMER_4238,commercial,North,24,2,62.7
CUSTOMER_4239,commercial,Midwest,45,3,52.68
CUSTOMER_4240,residential,Midwest,24,2,97.22
CUSTOMER_4241,commercial,Northeast,52,4,121.75
CUSTOMER_4242,residential,Midwest,52,3,73.78
CUSTOMER_4243,commercial,Midwest,52,4,128.32
CUSTOMER_4244,residential,Midwest,45,2,96.06
CUSTOMER_4245,residential,Midwest,45,3,69.85
CUSTOMER_4246,commercial,South,17,1,98.32
CUSTOMER_4247,residential,Midwest,17,1,84.18
CUSTOMER_4248,residential,Midwest,45,2,79.58
CUSTOMER_4249,residential,Northeast,45,3,69.22
CUSTOMER_4250,commercial,Northeast,77,1,65.01
CUSTOMER_4251,residential,North,17,2,84.55
CUSTOMER_4252,residential,Midwest,52,4,128.35
CUSTOMER_4253,residential,Northeast,45,4,153.77
CUSTOMER_4254,residential,Northeast,52,4,130.81
CUSTOMER_4255,residential,Midwest,52,1,78.78
CUSTOMER_4256,commercial,Northeast,77,3,73.9
CUSTOMER_4257,commercial,Northeast,24,2,93.03
CUSTOMER_4258,residential,Northeast,77,3,74.32
CUSTOMER_4259,residential,Midwest,24,3,66.33
CUSTOMER_4260,residential,North,17,3,96.77
CUSTOMER_4261,residential,Midwest,45,1,83.15
CUSTOMER_4262,commercial,Midwest,52,4,136.28
CUSTOMER_4263,residential,Midwest,45,2,83.87
CUSTOMER_4264,residential,Midwest,52,3,89.41
CUSTOMER_4265,commercial,Southeast,45,4,121.02
CUSTOMER_4266,residential,North,24,1,54.24
CUSTOMER_4267,residential,Northeast,77,3,94.12
CUSTOMER_4268,residential,Northeast,17,1,59.12
CUSTOMER_4269,commercial,North,52,4,143.42
CUSTOMER_4270,commercial,Northeast,24,2,56.73
CUSTOMER_4271,residential,Northeast,45,4,124.43
CUSTOMER_4272,commercial,Midwest,45,4,107.31
CUSTOMER_4273,residential,Midwest,24,2,79.32
CUSTOMER_4274,residential,Northeast,24,2,86.04
CUSTOMER_4275,residential,Midwest,24,2,61.3
CUSTOMER_4276,residential,Northeast,24,3,71.58
CUSTOMER_4277,residential,Northeast,24,1,100.27
CUSTOMER_4278,residential,Midwest,45,2,75.22
CUSTOMER_4279,residential,North,45,3,93.71
CUSTOMER_4280,residential,North,45,2,100.11
CUSTOMER_4281,residential,Midwest,52,2,102.53
CUSTOMER_4282,commercial,South,45,2,98.63
CUSTOMER_4283,residential,Midwest,45,1,68.8
CUSTOMER_4284,residential,North,45,1,101.93
CUSTOMER_4285,residential,Southeast,45,4,148.39
CUSTOMER_4286,residential,Midwest,45,1,95.49
CUSTOMER_4287,commercial,Midwest,17,2,53.28
CUSTOMER_4288,residential,Southeast,52,3,101.5
CUSTOMER_4289,residential,Midwest,45,3,92.45
CUSTOMER_4290,commercial,Northeast,24,3,91.94
CUSTOMER_4291,residential,Midwest,45,2,56.69
CUSTOMER_4292,residential,Midwest,17,1,64.44
CUSTOMER_4293,residential,Midwest,24,3,101.91
CUSTOMER_4294,commercial,Midwest,17,2,78.21
CUSTOMER_4295,residential,South,45,2,72.93
CUSTOMER_4296,residential,South,45,3,95.63
CUSTOMER_4297,residential,Southeast,52,3,56.98
CUSTOMER_4298,residential,Southeast,17,2,73.91
CUSTOMER_4299,residential,South,45,4,124.45
CUSTOMER_4300,residential,North,45,4,123.04
CUSTOMER_4301,residential,Northeast,24,3,68.3
CUSTOMER_4302,commercial,Midwest,45,4,115.37
CUSTOMER_4303,commercial,Southeast,17,2,61.38
CUSTOMER_4304,residential,Midwest,24,3,85.38
CUSTOMER_4305,commercial,Midwest,45,4,154.25
CUSTOMER_4306,residential,North,45,4,131.75
CUSTOMER_4307,residential,Northeast,17,1,67.8
CUSTOMER_4308,residential,Midwest,24,2,60.67
CUSTOMER_4309,commercial,Northeast,24,1,95.13
CUSTOMER_4310,commercial,Northeast,24,3,102.39
CUSTOMER_4311,residential,Northeast,24,2,70.43
CUSTOMER_4312,commercial,Northeast,24,3,67.44
CUSTOMER_4313,residential,Midwest,45,2,83.39
CUSTOMER_4314,commercial,Northeast,45,3,92.31
CUSTOMER_4315,commercial,Midwest,45,1,75.88
CUSTOMER_4316,residential,North,45,4,138.39
CUSTOMER_4317,commercial,Southeast,17,1,89.29
CUSTOMER_4318,residential,Northeast,17,3,101.83
CUSTOMER_4319,residential,Midwest,52,1,60.97
CUSTOMER_4320,residential,Midwest,17,1,103.72
CUSTOMER_4321,residential,Northeast,17,3,72.64
CUSTOMER_4322,commercial,Southeast,17,2,89.64
CUSTOMER_4323,commercial,Midwest,45,3,81.89
CUSTOMER_4324,residential,Midwest,45,4,130.53
CUSTOMER_4325,commercial,Northeast,77,2,88.35
CUSTOMER_4326,commercial,South,52,1,72.82
CUSTOMER_4327,residential,Midwest,45,1,58.98
CUSTOMER_4328,commercial,Northeast,24,1,77.6
CUSTOMER_4329,residential,Northeast,24,1,79.3
CUSTOMER_4330,commercial,Southeast,24,1,62.87
CUSTOMER_4331,residential,Midwest,17,2,100.54
CUSTOMER_4332,residential,Midwest,17,2,64.18
CUSTOMER_4333,residential,Midwest,17,2,73.51
CUSTOMER_4334,residential,Midwest,24,3,60.46
CUSTOMER_4335,residential,Northeast,24,1,80.01
CUSTOMER_4336,residential,Northeast,77,1,68.3
CUSTOMER_4337,residential,Midwest,45,4,130.68
CUSTOMER_4338,commercial,South,77,1,64.03
CUSTOMER_4339,residential,Northeast,24,3,55.26
CUSTOMER_4340,residential,Midwest,45,4,146.57
CUSTOMER_4341,residential,Midwest,24,3,85.42
CUSTOMER_4342,residential,Midwest,24,3,70.0
CUSTOMER_4343,commercial,Southeast,17,1,54.94
CUSTOMER_4344,commercial,Midwest,77,2,96.95
CUSTOMER_4345,residential,North,77,3,61.22
CUSTOMER_4346,residential,South,17,3,100.29
CUSTOMER_4347,commercial,Midwest,24,2,77.08
CUSTOMER_4348,residential,Southeast,45,3,69.98
CUSTOMER_4349,commercial,Midwest,24,2,90.59
CUSTOMER_4350,residential,Southeast,24,1,97.53
CUSTOMER_4351,commercial,North,17,2,71.54
CUSTOMER_4352,residential,Northeast,45,4,126.19
CUSTOMER_4353,residential,Southeast,24,2,74.74
CUSTOMER_4354,commercial,Northeast,24,1,99.86
CUSTOMER_4355,residential,North,17,3,88.06
CUSTOMER_4356,residential,Midwest,45,1,65.22
CUSTOMER_4357,residential,Southeast,77,3,62.0
CUSTOMER_4358,residential,Northeast,24,3,64.33
CUSTOMER_4359,residential,Southeast,52,2,66.03
CUSTOMER_4360,residential,Midwest,52,1,64.32
CUSTOMER_4361,residential,Midwest,77,2,86.31
CUSTOMER_4362,residential,Southeast,45,4,110.21
CUSTOMER_4363,commercial,Midwest,45,1,72.39
CUSTOMER_4364,residential,Northeast,52,1,84.6
CUSTOMER_4365,residential,Northeast,17,2,67.44
CUSTOMER_4366,commercial,Midwest,45,3,55.85
CUSTOMER_4367,residential,Midwest,77,3,56.7
CUSTOMER_4368,residential,Southeast,45,1,58.97
CUSTOMER_4369,residential,Midwest,77,3,95.42
CUSTOMER_4370,residential,Midwest,45,4,139.92
CUSTOMER_4371,residential,Midwest,52,2,55.81
CUSTOMER_4372,residential,Northeast,45,2,72.58
CUSTOMER_4373,residential,North,45,2,66.81
CUSTOMER_4374,residential,Southeast,45,1,82.18
CUSTOMER_4375,residential,North,77,1,79.35
CUSTOMER_4376,residential,Northeast,52,3,77.21
CUSTOMER_4377,residential,Midwest,52,2,68.65
CUSTOMER_4378,commercial,Midwest,45,4,111.41
CUSTOMER_4379,residential,Southeast,24,2,90.62
CUSTOMER_4380,residential,Northeast,17,1,97.68
CUSTOMER_4381,residential,North,77,1,100.98
CUSTOMER_4382,residential,Northeast,45,1,55.51
CUSTOMER_4383,residential,Midwest,24,2,90.49
CUSTOMER_4384,residential,Northeast,17,2,89.81
CUSTOMER_4385,commercial,Midwest,52,4,155.77
CUSTOMER_4386,residential,Southeast,52,4,117.72
CUSTOMER_4387,commercial,South,52,3,90.61
CUSTOMER_4388,residential,Northeast,45,4,106.85
CUSTOMER_4389,residential,Midwest,24,2,84.91
CUSTOMER_4390,residential,Midwest,24,3,70.52
CUSTOMER_4391,residential,South,17,3,91.98
CUSTOMER_4392,residential,South,52,2,96.83
CUSTOMER_4393,residential,Northeast,17,3,71.23
CUSTOMER_4394,residential,Midwest,45,3,79.49
CUSTOMER_4395,commercial,Northeast,45,1,58.53
CUSTOMER_4396,commercial,North,45,2,73.91
CUSTOMER_4397,residential,North,77,3,71.03
CUSTOMER_4398,residential,Midwest,17,3,61.9
CUSTOMER_4399,residential,Midwest,45,3,98.43
CUSTOMER_4400,residential,North,17,2,60.1
CUSTOMER_4401,residential,Midwest,17,1,85.15
CUSTOMER_4402,residential,Northeast,45,4,152.65
CUSTOMER_4403,residential,Midwest,17,1,99.33
CUSTOMER_4404,residential,Northeast,45,2,93.23
CUSTOMER_4405,commercial,Northeast,45,2,61.54
CUSTOMER_4406,commercial,Midwest,17,2,94.48
CUSTOMER_4407,commercial,Northeast,17,2,66.7
CUSTOMER_4408,residential,Midwest,45,1,99.87
CUSTOMER_4409,residential,Northeast,52,3,88.91
CUSTOMER_4410,residential,Midwest,45,3,92.82
CUSTOMER_4411,residential,Northeast,45,2,56.87
CUSTOMER_4412,residential,Midwest,45,2,82.42
CUSTOMER_4413,commercial,Midwest,45,4,148.87
CUSTOMER_4414,residential,North,24,3,96.74
CUSTOMER_4415,residential,Midwest,45,4,105.43
CUSTOMER_4416,residential,North,45,4,155.34
CUSTOMER_4417,residential,Midwest,45,4,106.24
CUSTOMER_4418,residential,Northeast,45,4,137.54
CUSTOMER_4419,residential,Midwest,77,1,88.11
CUSTOMER_4420,residential,Midwest,24,2,58.01
CUSTOMER_4421,residential,South,77,2,54.97
CUSTOMER_4422,commercial,Midwest,45,4,146.88
CUSTOMER_4423,residential,Midwest,45,4,124.94
CUSTOMER_4424,commercial,Midwest,17,1,58.0
CUSTOMER_4425,residential,South,24,1,91.66
CUSTOMER_4426,residential,Midwest,45,1,96.1
CUSTOMER_4427,residential,Northeast,45,4,136.05
CUSTOMER_4428,residential,Southeast,17,2,60.78
CUSTOMER_4429,residential,Midwest,45,1,53.28
CUSTOMER_4430,commercial,Southeast,17,2,88.49
CUSTOMER_4431,commercial,Southeast,77,2,80.75
CUSTOMER_4432,residential,Northeast,52,1,85.92
CUSTOMER_4433,residential,Midwest,17,3,94.26
CUSTOMER_4434,commercial,Northeast,52,1,74.8
CUSTOMER_4435,residential,Northeast,77,3,58.89
CUSTOMER_4436,residential,Northeast,24,1,100.77
CUSTOMER_4437,residential,Midwest,45,1,80.5
CUSTOMER_4438,commercial,Northeast,45,2,84.1
CUSTOMER_4439,commercial,North,45,2,100.43
CUSTOMER_4440,residential,Midwest,24,2,100.34
CUSTOMER_4441,commercial,Northeast,24,2,81.88
CUSTOMER_4442,commercial,North,45,2,67.78
CUSTOMER_4443,residential,Northeast,17,2,103.7
CUSTOMER_4444,residential,Northeast,52,4,141.18
CUSTOMER_4445,residential,Midwest,24,2,73.47
CUSTOMER_4446,commercial,North,45,3,81.25
CUSTOMER_4447,residential,South,52,3,73.85
CUSTOMER_4448,commercial,Midwest,45,4,152.55
CUSTOMER_4449,residential,Northeast,45,2,77.28
CUSTOMER_4450,commercial,Northeast,77,3,94.79
CUSTOMER_4451,residential,Midwest,52,1,95.64
CUSTOMER_4452,residential,Midwest,24,3,94.83
CUSTOMER_4453,commercial,North,45,2,89.58
CUSTOMER_4454,commercial,Northeast,77,3,96.4
CUSTOMER_4455,commercial,Southeast,24,1,72.38
CUSTOMER_4456,residential,Northeast,24,3,58.39
CUSTOMER_4457,commercial,Northeast,24,2,95.76
CUSTOMER_4458,residential,Southeast,17,1,78.08
CUSTOMER_4459,residential,Midwest,45,4,110.84
CUSTOMER_4460,residential,Northeast,45,1,58.42
CUSTOMER_4461,residential,Midwest,77,3,60.68
CUSTOMER_4462,residential,North,45,4,145.02
CUSTOMER_4463,commercial,Midwest,24,1,89.0
CUSTOMER_4464,residential,Midwest,17,1,62.97
CUSTOMER_4465,commercial,Southeast,77,1,95.99
CUSTOMER_4466,residential,South,24,2,66.94
CUSTOMER_4467,residential,South,24,1,93.22
CUSTOMER_4468,residential,South,77,4,130.65
CUSTOMER_4469,commercial,Midwest,45,3,90.07
CUSTOMER_4470,commercial,Northeast,24,3,72.08
CUSTOMER_4471,commercial,Midwest,52,1,70.33
CUSTOMER_4472,commercial,Midwest,77,3,95.7
CUSTOMER_4473,residential,Southeast,17,1,54.31
CUSTOMER_4474,residential,Northeast,52,3,102.55
CUSTOMER_4475,commercial,South,24,1,85.78
CUSTOMER_4476,residential,Southeast,45,1,74.71
CUSTOMER_4477,residential,South,77,4,138.28
